window,factor,quintile,mean_fwd_ret,n
8,f_hv20_pct_5,3,0.10422345948703725,4
8,f_hv20_pct_5,4,0.14663202855567464,4
8,f_hv20_pct_5,5,0.0585992295438976,4
9,f_stock_abs,1,0.17263996274837887,4
9,f_stock_abs,2,0.12567279717543892,4
9,f_stock_abs,3,0.12131927671918552,4
9,f_stock_abs,4,0.17614151791146038,4
9,f_stock_abs,5,0.18322685721176235,4
9,f_stock_pct_5,1,0.18322685721176235,4
9,f_stock_pct_5,2,0.16081067561261306,4
9,f_stock_pct_5,3,0.16363853055288044,4
9,f_stock_pct_5,4,0.17892577125396653,4
9,f_stock_pct_5,5,0.09239857713500363,4
9,f_stock_pct_20,1,0.1599376936563997,4
9,f_stock_pct_20,2,0.15750501640644587,4
9,f_stock_pct_20,3,0.1510253094855445,4
9,f_stock_pct_20,4,0.19251319925265248,4
9,f_stock_pct_20,5,0.11801919296518343,4
9,f_basis_abs,1,0.11665988051214915,4
9,f_basis_abs,2,0.13180333895188567,4
9,f_basis_abs,3,0.17692700842762157,4
9,f_basis_abs,4,0.17771520282375683,4
9,f_basis_abs,5,0.17589498105081283,4
9,f_basis_pct_5,1,0.1899134906505557,4
9,f_basis_pct_5,2,0.15131229978710253,4
9,f_basis_pct_5,3,0.1653105442731648,4
9,f_basis_pct_5,4,0.14497540047596863,4
9,f_basis_pct_5,5,0.12748867657943436,4
9,f_basis_pct_20,1,0.10167193958407075,4
9,f_basis_pct_20,2,0.1589887438965287,4
9,f_basis_pct_20,3,0.1613396870742085,4
9,f_basis_pct_20,4,0.16356019437577454,4
9,f_basis_pct_20,5,0.19343984683564355,4
9,f_spread_1_3,1,0.18777957494374806,4
9,f_spread_1_3,2,0.16975391430510045,4
