date,equity_A_fixed,equity_B_fixed,daily_ret_A,daily_ret_B
2024-07-05,0.8782531527323679,0.8409822380106571,0.0,0.0
2024-07-08,0.8782531527323679,0.8409822380106571,0.0,0.0
2024-07-09,0.8782531527323679,0.8409822380106571,0.0,0.0
2024-07-10,0.8782531527323679,0.8409822380106571,0.0,0.0
2024-07-11,0.8782531527323679,0.8409822380106571,0.0,0.0
2024-07-12,0.8782531527323679,0.8409822380106571,0.0,0.0
2024-07-15,0.8782531527323679,0.8409822380106571,0.0,0.0
2024-07-16,0.8782531527323679,0.8409822380106571,0.0,0.0
2024-07-17,0.8782531527323679,0.8409822380106571,0.0,0.0
2024-07-18,0.8782531527323679,0.8409822380106571,0.0,0.0
2024-07-19,0.8782531527323679,0.8409822380106571,0.0,0.0
2024-07-22,0.8782531527323679,0.8409822380106571,0.0,0.0
2024-07-23,0.8782531527323679,0.8409822380106571,0.0,0.0
2024-07-24,0.8782531527323679,0.8409822380106571,0.0,0.0
2024-07-25,0.8782531527323679,0.8409822380106571,0.0,0.0
2024-07-26,0.8782531527323679,0.8409822380106571,0.0,0.0
2024-07-29,0.8782531527323679,0.8409822380106571,0.0,0.0
2024-07-30,0.8782531527323679,0.8409822380106571,0.0,0.0
2024-07-31,0.8782531527323679,0.8409822380106571,0.0,0.0
2024-08-01,0.8782531527323679,0.8409822380106571,0.0,0.0
2024-08-02,0.8782531527323679,0.8409822380106571,0.0,0.0
2024-08-05,0.8782531527323679,0.8409822380106571,0.0,0.0
2024-08-06,0.8782531527323679,0.8409822380106571,0.0,0.0
2024-08-07,0.8782531527323679,0.8409822380106571,0.0,0.0
2024-08-08,0.8782531527323679,0.8409822380106571,0.0,0.0
2024-08-09,0.8782531527323679,0.8409822380106571,0.0,0.0
2024-08-12,0.8782531527323679,0.8409822380106571,0.0,0.0
2024-08-13,0.8782531527323679,0.8409822380106571,0.0,0.0
2024-08-14,0.9025476879962634,0.8409822380106571,0.027662337662337663,0.0
2024-08-15,0.9102890772874497,0.8481955642182365,0.008577263444520082,0.008577263444520082
2024-08-16,0.9102890772874497,0.8443294794642031,0.0,-0.004558011049723757
2024-08-19,0.9102890772874497,0.8443294794642031,0.0,0.0
2024-08-20,0.9102890772874497,0.8443294794642031,0.0,0.0
2024-08-21,0.9102890772874497,0.8443294794642031,0.0,0.0
2024-08-22,0.9102890772874497,0.8443294794642031,0.0,0.0
2024-08-23,0.9102890772874497,0.8443294794642031,0.0,0.0
2024-08-26,0.9102890772874497,0.8443294794642031,0.0,0.0
2024-08-27,0.9102890772874497,0.8443294794642031,0.0,0.0
2024-08-28,0.9102890772874497,0.8443294794642031,0.0,0.0
2024-08-29,0.9102890772874497,0.8443294794642031,0.0,0.0
2024-08-30,0.9102890772874497,0.8443294794642031,0.0,0.0
2024-09-02,0.9529769047394593,0.8443294794642031,0.046894803548795945,0.0
2024-09-03,0.956778674306239,0.847697815153555,0.003989361702127659,0.003989361702127659
2024-09-04,0.956778674306239,0.8624108613444712,0.0,0.017356475300400534
2024-09-05,0.9790081788315605,0.8624108613444712,0.023233695652173914,0.0
2024-09-06,0.9752720345448536,0.85911968208563,-0.003816254416961131,-0.003816254416961131
2024-09-09,0.9752720345448536,0.845002125512032,0.0,-0.01643258426966292
2024-09-10,0.9752720345448536,0.845002125512032,0.0,0.0
2024-09-11,1.0604309232161298,0.845002125512032,0.08731808731808732,0.0
2024-09-12,1.0401549973420163,0.8288452971083602,-0.019120458891013385,-0.019120458891013385
2024-09-13,1.0401549973420163,0.8353080284698289,0.0,0.007797270955165692
2024-09-18,1.0401549973420163,0.8353080284698289,0.0,0.0
2024-09-19,1.0401549973420163,0.8353080284698289,0.0,0.0
2024-09-20,1.0401549973420163,0.8353080284698289,0.0,0.0
2024-09-23,1.0401549973420163,0.8353080284698289,0.0,0.0
2024-09-24,1.0564139331722122,0.8353080284698289,0.0156312625250501,0.0
2024-09-25,1.0518746545531128,0.8317188142849975,-0.004296875,-0.004296875
2024-09-26,1.0518746545531128,0.8369545523945949,0.0,0.006295081967213114
2024-09-27,1.0518746545531128,0.8369545523945949,0.0,0.0
2024-09-30,1.0901494957844153,0.8369545523945949,0.036387264457439894,0.0
2024-10-08,1.047773778706902,0.8044208958124852,-0.038871473354231974,-0.038871473354231974
2024-10-09,1.047773778706902,0.801797213830057,0.0,-0.0032615786040443573
2024-10-10,1.047773778706902,0.801797213830057,0.0,0.0
2024-10-11,1.047773778706902,0.801797213830057,0.0,0.0
2024-10-14,1.047773778706902,0.801797213830057,0.0,0.0
2024-10-15,1.047773778706902,0.801797213830057,0.0,0.0
2024-10-16,1.047773778706902,0.801797213830057,0.0,0.0
2024-10-17,1.047773778706902,0.801797213830057,0.0,0.0
2024-10-18,1.047773778706902,0.801797213830057,0.0,0.0
2024-10-21,1.047773778706902,0.801797213830057,0.0,0.0
2024-10-22,1.047773778706902,0.801797213830057,0.0,0.0
2024-10-23,1.047773778706902,0.801797213830057,0.0,0.0
2024-10-24,1.047773778706902,0.801797213830057,0.0,0.0
2024-10-25,1.047773778706902,0.801797213830057,0.0,0.0
2024-10-28,1.047773778706902,0.801797213830057,0.0,0.0
2024-10-29,1.047773778706902,0.801797213830057,0.0,0.0
2024-10-30,1.047773778706902,0.801797213830057,0.0,0.0
2024-10-31,1.047773778706902,0.801797213830057,0.0,0.0
2024-11-01,1.047773778706902,0.801797213830057,0.0,0.0
2024-11-04,1.047773778706902,0.801797213830057,0.0,0.0
2024-11-05,1.047773778706902,0.801797213830057,0.0,0.0
2024-11-06,1.047773778706902,0.801797213830057,0.0,0.0
2024-11-07,1.047773778706902,0.801797213830057,0.0,0.0
2024-11-08,1.047773778706902,0.801797213830057,0.0,0.0
2024-11-11,1.1101739186691586,0.801797213830057,0.05955497382198953,0.0
2024-11-12,1.1129167819642027,0.8037781828574322,0.0024706609017912293,0.0024706609017912293
2024-11-13,1.1862883751066364,0.8567691043397151,0.06592729513247074,0.06592729513247074
2024-11-14,1.1108596344929196,0.8022924560869008,-0.06358381502890173,-0.06358381502890173
2024-11-15,1.1108596344929196,0.7755493742173375,0.0,-0.03333333333333333
2024-11-18,1.133417320557335,0.7755493742173375,0.020306513409961684,0.0
2024-11-19,1.1476987988398364,0.7853215837504035,0.012600370599135269,0.012600370599135269
2024-11-20,1.1481153864256222,0.7856066369568465,0.0003629764065335753,0.0003629764065335753
2024-11-21,1.1481153864256222,0.7813318729105275,0.0,-0.005441354292623942
2024-11-22,1.1481153864256222,0.7813318729105275,0.0,0.0
2024-11-25,1.1481153864256222,0.7813318729105275,0.0,0.0
2024-11-26,1.1481153864256222,0.7813318729105275,0.0,0.0
2024-11-27,1.1481153864256222,0.7813318729105275,0.0,0.0
2024-11-28,1.1481153864256222,0.7813318729105275,0.0,0.0
2024-11-29,1.1481153864256222,0.7813318729105275,0.0,0.0
2024-12-02,1.1481153864256222,0.7813318729105275,0.0,0.0
2024-12-03,1.1481153864256222,0.7813318729105275,0.0,0.0
2024-12-04,1.1481153864256222,0.7813318729105275,0.0,0.0
2024-12-05,1.1481153864256222,0.7813318729105275,0.0,0.0
2024-12-06,1.1481153864256222,0.7813318729105275,0.0,0.0
2024-12-09,1.1481153864256222,0.7813318729105275,0.0,0.0
2024-12-10,1.1481153864256222,0.7813318729105275,0.0,0.0
2024-12-11,1.1481153864256222,0.7813318729105275,0.0,0.0
2024-12-12,1.1481153864256222,0.7813318729105275,0.0,0.0
2024-12-13,1.1481153864256222,0.7813318729105275,0.0,0.0
2024-12-16,1.1481153864256222,0.7813318729105275,0.0,0.0
2024-12-17,1.1481153864256222,0.7813318729105275,0.0,0.0
2024-12-18,1.1481153864256222,0.7813318729105275,0.0,0.0
2024-12-19,1.1481153864256222,0.7813318729105275,0.0,0.0
2024-12-20,1.2096215678412807,0.7813318729105275,0.05357142857142857,0.0
2024-12-23,1.1987492630455836,0.7743091159634632,-0.008988186954288649,-0.008988186954288649
2024-12-24,1.1987492630455836,0.7845422760863284,0.0,0.013215859030837005
2024-12-25,1.1987492630455836,0.7845422760863284,0.0,0.0
2024-12-26,1.1987492630455836,0.7845422760863284,0.0,0.0
2024-12-27,1.1987492630455836,0.7845422760863284,0.0,0.0
2024-12-30,1.2158608211533717,0.7845422760863284,0.01427450980392157,0.0
2024-12-31,1.2044970555624082,0.7772097308093214,-0.009346271705822268,-0.009346271705822268
2025-01-02,1.2044970555624082,0.7814435581366873,0.0,0.005447470817120622
2025-01-03,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-01-06,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-01-07,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-01-08,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-01-09,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-01-10,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-01-13,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-01-14,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-01-15,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-01-16,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-01-17,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-01-20,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-01-21,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-01-22,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-01-23,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-01-24,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-01-27,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-02-05,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-02-06,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-02-07,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-02-10,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-02-11,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-02-12,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-02-13,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-02-14,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-02-17,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-02-18,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-02-19,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-02-20,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-02-21,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-02-24,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-02-25,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-02-26,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-02-27,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-02-28,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-03-03,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-03-04,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-03-05,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-03-06,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-03-07,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-03-10,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-03-11,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-03-12,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-03-13,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-03-14,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-03-17,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-03-18,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-03-19,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-03-20,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-03-21,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-03-24,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-03-25,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-03-26,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-03-27,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-03-28,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-03-31,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-04-01,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-04-02,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-04-03,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-04-07,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-04-08,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-04-09,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-04-10,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-04-11,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-04-14,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-04-15,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-04-16,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-04-17,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-04-18,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-04-21,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-04-22,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-04-23,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-04-24,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-04-25,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-04-28,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-04-29,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-04-30,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-05-06,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-05-07,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-05-08,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-05-09,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-05-12,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-05-13,1.2044970555624082,0.7814435581366873,0.0,0.0
2025-05-14,1.2422209430982125,0.7814435581366873,0.031319202783929134,0.0
2025-05-15,1.221644277169592,0.7684994010387177,-0.016564417177914112,-0.016564417177914112
2025-05-16,1.221644277169592,0.7406934339393754,0.0,-0.03618215845290081
2025-05-19,1.221644277169592,0.7406934339393754,0.0,0.0
2025-05-20,1.221644277169592,0.7406934339393754,0.0,0.0
2025-05-21,1.221644277169592,0.7406934339393754,0.0,0.0
2025-05-22,1.221644277169592,0.7406934339393754,0.0,0.0
2025-05-23,1.221644277169592,0.7406934339393754,0.0,0.0
2025-05-26,1.221644277169592,0.7406934339393754,0.0,0.0
2025-05-27,1.221644277169592,0.7406934339393754,0.0,0.0
2025-05-28,1.221644277169592,0.7406934339393754,0.0,0.0
2025-05-29,1.221644277169592,0.7406934339393754,0.0,0.0
2025-05-30,1.221644277169592,0.7406934339393754,0.0,0.0
2025-06-03,1.221644277169592,0.7406934339393754,0.0,0.0
2025-06-04,1.221644277169592,0.7406934339393754,0.0,0.0
2025-06-05,1.221644277169592,0.7406934339393754,0.0,0.0
2025-06-06,1.221644277169592,0.7406934339393754,0.0,0.0
2025-06-09,1.221644277169592,0.7406934339393754,0.0,0.0
2025-06-10,1.221644277169592,0.7406934339393754,0.0,0.0
2025-06-11,1.221644277169592,0.7406934339393754,0.0,0.0
2025-06-12,1.221644277169592,0.7406934339393754,0.0,0.0
2025-06-13,1.221644277169592,0.7406934339393754,0.0,0.0
2025-06-16,1.221644277169592,0.7406934339393754,0.0,0.0
2025-06-17,1.221644277169592,0.7406934339393754,0.0,0.0
2025-06-18,1.221644277169592,0.7406934339393754,0.0,0.0
2025-06-19,1.221644277169592,0.7406934339393754,0.0,0.0
2025-06-20,1.221644277169592,0.7406934339393754,0.0,0.0
2025-06-23,1.221644277169592,0.7406934339393754,0.0,0.0
2025-06-24,1.221644277169592,0.7406934339393754,0.0,0.0
2025-06-25,1.221644277169592,0.7406934339393754,0.0,0.0
2025-06-26,1.221644277169592,0.7406934339393754,0.0,0.0
2025-06-27,1.257399719428214,0.7406934339393754,0.02926829268292683,0.0
2025-06-30,1.2367410194565656,0.7285240631447948,-0.016429699842022118,-0.016429699842022118
2025-07-01,1.2367410194565656,0.734608748542085,0.0,0.008352071956312239
2025-07-02,1.2367410194565656,0.734608748542085,0.0,0.0
2025-07-03,1.2367410194565656,0.734608748542085,0.0,0.0
2025-07-04,1.2367410194565656,0.734608748542085,0.0,0.0
2025-07-07,1.2367410194565656,0.734608748542085,0.0,0.0
2025-07-08,1.2367410194565656,0.734608748542085,0.0,0.0
2025-07-09,1.2367410194565656,0.734608748542085,0.0,0.0
2025-07-10,1.2367410194565656,0.734608748542085,0.0,0.0
2025-07-11,1.2367410194565656,0.734608748542085,0.0,0.0
2025-07-14,1.2367410194565656,0.734608748542085,0.0,0.0
2025-07-15,1.2367410194565656,0.734608748542085,0.0,0.0
2025-07-16,1.2367410194565656,0.734608748542085,0.0,0.0
2025-07-17,1.265415833819154,0.734608748542085,0.02318578741342969,0.0
2025-07-18,1.3026558524718659,0.7562276051795802,0.02942907592701589,0.02942907592701589
2025-07-21,1.3272342647826556,0.770496050560327,0.018867924528301886,0.018867924528301886
2025-07-22,1.3570262797048251,0.787791135870323,0.02244668911335578,0.02244668911335578
2025-07-23,1.4221963123470711,0.7499581367547065,0.048024149286498355,-0.048024149286498355
2025-07-24,1.2725561699409942,0.6710493100278492,-0.10521764197174978,-0.10521764197174978
2025-07-25,1.3362835524732506,0.637444336755719,0.050078247261345854,-0.050078247261345854
2025-07-28,1.2134755757183815,0.5788615238894458,-0.09190263288623944,-0.09190263288623944
2025-07-29,1.2134755757183815,0.5608116842495671,0.0,-0.031181619256017507
2025-07-30,1.2134755757183815,0.5608116842495671,0.0,0.0
2025-07-31,1.237401326446427,0.5608116842495671,0.01971671388101983,0.0
2025-08-01,1.2304423031693994,0.5576577345314675,-0.00562390158172232,-0.00562390158172232
2025-08-04,1.2304423031693994,0.5576577345314675,0.0,-0.0
2025-08-05,1.2304423031693994,0.5576577345314675,0.0,0.0
2025-08-06,1.2498130634846252,0.5576577345314675,0.015742924528301887,0.0
2025-08-07,1.2786797599236264,0.5705378499742513,0.023096811261131858,0.023096811261131858
2025-08-08,1.3281291182741999,0.5926018033425501,0.03867219917012448,0.03867219917012448
2025-08-11,1.36996104372504,0.6112669121172686,0.0314968814968815,0.0314968814968815
2025-08-12,1.3853857902914255,0.6181493247574038,0.011259259259259259,0.011259259259259259
2025-08-13,1.4113743652232134,0.6297452427739386,0.018759088705768298,0.018759088705768298
2025-08-14,1.413364552342212,0.6306332501668044,0.001410105757931845,0.001410105757931845
2025-08-15,1.413364552342212,0.6377306466516828,0.0,0.011254396248534583
2025-08-18,1.4361995791717685,0.6377306466516828,0.01615650172612198,0.0
2025-08-19,1.4197840304183484,0.6304414796908501,-0.011429852084267144,-0.011429852084267144
2025-08-20,1.4197840304183484,0.6020953788904938,0.0,-0.04496230294722413
2025-08-21,1.4197840304183484,0.6020953788904938,0.0,0.0
2025-08-22,1.484974693970665,0.6020953788904938,0.045915901401643304,0.0
2025-08-25,1.477075892406991,0.5988927438963954,-0.005319148936170213,-0.005319148936170213
2025-08-26,1.477075892406991,0.6016088107621387,0.0,0.0045351473922902496
2025-08-27,1.477075892406991,0.6016088107621387,0.0,0.0
2025-08-28,1.477075892406991,0.6016088107621387,0.0,0.0
2025-08-29,1.477075892406991,0.6016088107621387,0.0,0.0
2025-09-01,1.477075892406991,0.6016088107621387,0.0,0.0
2025-09-02,1.5115592417215218,0.6016088107621387,0.023345685547908945,0.0
2025-09-03,1.5208009424007338,0.6052870579664681,0.006114018176810796,0.006114018176810796
2025-09-04,1.5208009424007338,0.597506239358218,0.0,-0.012854757929883139
2025-09-05,1.5208009424007338,0.5934045893359278,0.0,-0.00686461454644511
2025-09-08,1.5208009424007338,0.5934045893359278,0.0,0.0
2025-09-09,1.5208009424007338,0.5934045893359278,0.0,0.0
2025-09-10,1.5208009424007338,0.5934045893359278,0.0,0.0
2025-09-11,1.5208009424007338,0.5934045893359278,0.0,0.0
2025-09-12,1.5208009424007338,0.5934045893359278,0.0,0.0
2025-09-15,1.5208009424007338,0.5934045893359278,0.0,0.0
2025-09-16,1.5208009424007338,0.5934045893359278,0.0,0.0
2025-09-17,1.5208009424007338,0.5934045893359278,0.0,0.0
2025-09-18,1.5208009424007338,0.5934045893359278,0.0,0.0
2025-09-19,1.5208009424007338,0.5934045893359278,0.0,0.0
2025-09-22,1.5208009424007338,0.5934045893359278,0.0,0.0
2025-09-23,1.5208009424007338,0.5934045893359278,0.0,0.0
2025-09-24,1.5208009424007338,0.5934045893359278,0.0,0.0
2025-09-25,1.5208009424007338,0.5934045893359278,0.0,0.0
2025-09-26,1.5208009424007338,0.5934045893359278,0.0,0.0
2025-09-29,1.5208009424007338,0.5934045893359278,0.0,0.0
2025-09-30,1.5208009424007338,0.5934045893359278,0.0,0.0
2025-10-09,1.5208009424007338,0.5934045893359278,0.0,0.0
2025-10-10,1.5208009424007338,0.5934045893359278,0.0,0.0
2025-10-13,1.5208009424007338,0.5934045893359278,0.0,0.0
2025-10-14,1.5208009424007338,0.5934045893359278,0.0,0.0
2025-10-15,1.5208009424007338,0.5934045893359278,0.0,0.0
2025-10-16,1.5208009424007338,0.5934045893359278,0.0,0.0
2025-10-17,1.5208009424007338,0.5934045893359278,0.0,0.0
2025-10-20,1.5208009424007338,0.5934045893359278,0.0,0.0
2025-10-21,1.5208009424007338,0.5934045893359278,0.0,0.0
2025-10-22,1.5208009424007338,0.5934045893359278,0.0,0.0
2025-10-23,1.5208009424007338,0.5934045893359278,0.0,0.0
2025-10-24,1.5208009424007338,0.5934045893359278,0.0,0.0
2025-10-27,1.5481111001691974,0.5934045893359278,0.01795774647887324,0.0
2025-10-28,1.5451623171212563,0.5922742948800498,-0.0019047619047619048,-0.0019047619047619048
2025-10-29,1.5451623171212563,0.5977588535146569,0.0,0.00926016658500735
