datetime,open,high,low,close,volume,hold
2026-09-10 13:31:00,142200.0,142300.0,141500.0,141660.0,2149,410393
2026-09-10 13:32:00,141660.0,141920.0,141300.0,141900.0,1394,410407
2026-09-10 13:33:00,141900.0,142220.0,141900.0,142100.0,679,410467
2026-09-10 13:34:00,142100.0,142500.0,142100.0,142240.0,819,410501
2026-09-10 13:35:00,142240.0,142380.0,142000.0,142000.0,469,410473
2026-09-10 13:36:00,142120.0,142440.0,142120.0,142360.0,360,410514
2026-09-10 13:37:00,142360.0,142360.0,142020.0,142140.0,290,410596
2026-09-10 13:38:00,142200.0,142500.0,142180.0,142480.0,238,410566
2026-09-10 13:39:00,142440.0,142640.0,142420.0,142640.0,458,410604
2026-09-10 13:40:00,142640.0,142680.0,142380.0,142520.0,370,410610
2026-09-10 13:41:00,142560.0,142560.0,142400.0,142460.0,214,410631
2026-09-10 13:42:00,142400.0,142460.0,142400.0,142420.0,122,410582
2026-09-10 13:43:00,143240.0,143300.0,142460.0,143140.0,2220,410610
2026-09-10 13:44:00,143140.0,143180.0,142740.0,142740.0,838,410585
2026-09-10 13:45:00,142740.0,142920.0,142700.0,142760.0,506,410519
2026-09-10 13:46:00,142760.0,142820.0,142300.0,142520.0,638,410546
2026-09-10 13:47:00,142520.0,142520.0,142380.0,142440.0,258,410497
2026-09-10 13:48:00,142420.0,142500.0,142380.0,142380.0,257,410463
2026-09-10 13:49:00,142440.0,142480.0,142360.0,142480.0,145,410469
2026-09-10 13:50:00,142480.0,142740.0,142440.0,142460.0,283,410484
2026-09-10 13:51:00,142460.0,142540.0,142460.0,142520.0,110,410495
2026-09-10 13:52:00,142520.0,142740.0,142420.0,142420.0,301,410572
2026-09-10 13:53:00,142400.0,142500.0,142360.0,142500.0,212,410579
