date,ham_dev_mean,ham_dev_median,ham_D_f_minus_D_c,ham_n_f_minus_n_c,dir_disagreement,disagreement_vol,disagreement_decay,adaptive_disagree_v1,multiagent_3,basis_rate,basis_rate_chg5,pos_chg_20d_pct,vol_chg_20d_pct,rvol20,vol_rel,basis_turn,momentum_20d,bias_rate,position_pct_chg
2024-02-27,0.0,0.0,-2175.0,-1.0,-1.0,790.0117655728867,-0.18905696144447415,-2175.0,-2179.475,-8.95,-13.21,26.0929248876862,127.07201682144732,2.133771722246125,2.204367354868398,-1.0,0.0,0.0,6.891348648678752
2024-02-28,0.0,0.0,-675.0,-1.0,-1.0,761.7328603581774,-0.08450863736193437,-675.0,-679.63,-9.26,-8.49,28.17085671126456,306.7510366275052,2.1033403626383103,2.9919134683127258,-1.0,0.0,0.0,-0.9985467160470662
2024-02-29,0.0,0.0,-5600.0,-1.0,-1.0,1418.6533688510317,-0.22960153358949617,-5600.0,-5608.265,-16.53,-14.990000000000002,41.11281073322596,714.0902948233542,3.08049873948793,3.889259642578803,-1.0,0.0,0.0,10.179836053498326
2024-03-01,0.0,0.0,-125.0,-1.0,-1.0,1397.2144908113908,0.039185777423104244,-125.0,-132.095,-14.19,-8.739999999999998,37.5860612601983,423.3766233766234,3.0556272390395387,2.6225174377106835,-1.0,0.0,0.0,-1.9946516403228087
2024-03-04,0.0,0.0,925.0,-1.0,1.0,1353.8870374939402,-0.08835583324654006,925.0,920.07,-9.86,-4.34,40.462603205439535,728.7439972275855,3.084547404820241,3.3606599338901706,-1.0,0.0,0.0,1.4617532268202504
2024-03-05,0.0,0.0,3025.0,-1.0,1.0,1387.264082280994,-0.1528568214203915,3025.0,3023.185,-3.63,5.319999999999999,39.85268918246642,510.929760349711,3.3569884229537683,2.1570021507143933,-1.0,0.0,0.0,-2.7983076649714556
2024-03-06,0.0,0.0,-1225.0,-1.0,-1.0,1348.1807646858806,-0.09414420650812715,-1225.0,-1227.85,-5.7,3.56,50.2317209711022,824.7978731153033,3.3594923519231066,2.101692446293995,-1.0,0.0,0.0,4.7419542898925915
2024-03-07,0.0,0.0,500.0,-1.0,1.0,1322.4895532370201,-0.042026720724911926,500.0,498.01,-3.98,12.55,43.39109503417826,258.4682044093284,3.3288823902035727,1.4349976219216445,-1.0,0.0,8.29200507918253,1.7164770476028712
2024-03-08,0.0,0.0,-175.0,-1.0,-1.0,1324.472958735305,0.012565721350553272,-175.0,-176.965,-3.93,10.26,49.844861823597554,432.7129417747266,3.329615365081401,1.1744541260738617,-1.0,13.80522088353413,7.916408816108911,0.7790653997579389
2024-03-11,0.0,0.0,-1525.0,-1.0,-1.0,1308.1041675485537,-0.08564892941971576,-1525.0,-1528.07,-6.14,3.72,69.34761599126516,408.5862905374144,3.3588341326926203,1.2855683970593526,-1.0,16.225661507738387,9.969531637497342,5.625727603613062
2024-03-12,0.0,0.0,-1725.0,-1.0,-1.0,1285.048125250773,-0.12211735146411237,-1725.0,-1729.11,-8.22,-4.590000000000001,72.25886015505742,718.7051792828685,3.39034503128306,1.23958982285063,-1.0,19.31309109009458,12.200716174784088,-0.20649186012572374
2024-03-13,0.0,0.0,525.0,-1.0,1.0,1295.2310045946083,0.057256615150215094,525.0,521.715,-6.57,-0.8700000000000001,59.50407412875512,208.26728700623045,3.273093631485839,1.1030593774001076,-1.0,22.285126093669593,10.101946246524562,-0.9595110771581372
