date,warehouse_stock,basis_spot_main,spread_near1_near3,hv_20d,oi_main,state_id,proba_max,close
2026-03-23,33537.0,-2540.0,-280.0,0.9048986009737804,269477.0,1,1.0,149040.0
2026-03-24,32078.0,-5440.0,480.0,0.8978581271996136,260696.0,3,1.0,152940.0
2026-03-25,31460.0,-6620.0,160.0,0.873867775856823,251957.0,1,1.0,159120.0
2026-03-26,30751.0,-700.0,1280.0,0.7891119202859792,246385.0,1,0.9985,157200.0
2026-03-27,30111.0,-10440.0,-960.0,0.713949678869058,247637.0,1,0.9807,168440.0
2026-03-30,31064.0,-7120.0,-1080.0,0.7098070936817771,237761.0,1,0.505,171620.0
2026-03-31,11318.0,5800.0,1040.0,0.7016144991089104,217916.0,3,0.9996,157200.0
2026-04-01,17658.0,2880.0,3500.0,0.7008285664217405,212931.0,1,1.0,158620.0
2026-04-02,19238.0,360.0,840.0,0.7038783440093759,206515.0,3,0.6422,159140.0
2026-04-03,21238.0,640.0,1200.0,0.7047022083345879,218471.0,3,0.5405,157860.0
2026-04-07,21508.0,-1860.0,3360.0,0.704054480285684,233277.0,1,1.0,160860.0
2026-04-08,23654.0,-1120.0,3300.0,0.6920101693198035,241459.0,1,1.0,159620.0
2026-04-09,24664.0,2190.0,-740.0,0.6941467701255754,252754.0,3,1.0,153560.0
2026-04-10,25453.0,-2050.0,-1940.0,0.6946689282167335,258584.0,1,0.9905,157600.0
2026-04-13,26203.0,-9500.0,-2360.0,0.7215073080999916,298143.0,1,0.6988,166500.0
2026-04-14,27523.0,-5340.0,-2280.0,0.7508334178079619,324231.0,1,1.0,166840.0
2026-04-15,28383.0,-2660.0,-2920.0,0.7875614782567611,348716.0,1,1.0,168660.0
2026-04-16,29423.0,-8500.0,-1280.0,0.8498089831529839,394543.0,1,1.0,176000.0
2026-04-17,30023.0,-8060.0,-1600.0,0.8312521802527113,408749.0,1,1.0,177560.0
2026-04-20,30688.0,-7700.0,-1580.0,0.8140982001416048,435887.0,1,1.0,180200.0
2026-04-21,32268.0,-2260.0,-1520.0,0.7803017930617292,424045.0,3,0.9998,174260.0
2026-04-22,32658.0,-4240.0,-1440.0,0.7688369302125742,430946.0,3,0.9995,175240.0
2026-04-23,33359.0,-4960.0,-1640.0,0.7982766401171294,441139.0,3,0.9992,177960.0
