date,basis,spot_avg
2010-08-20,,38000.0
2010-08-23,,38000.0
2010-08-24,,38000.0
2010-08-25,,38000.0
2010-08-26,,38000.0
2010-08-27,,38000.0
2010-08-30,,38000.0
2010-08-31,,38000.0
2010-09-01,,38000.0
2010-09-02,,38000.0
2010-09-03,,38000.0
2010-09-06,,38000.0
2010-09-07,,38000.0
2010-09-08,,38000.0
2010-09-09,,38000.0
2010-09-10,,38000.0
2010-09-13,,38000.0
2010-09-14,,38000.0
2010-09-15,,38000.0
2010-09-16,,38000.0
2010-09-17,,38000.0
2010-09-20,,38000.0
2010-09-21,,38000.0
2010-09-27,,38000.0
2010-09-28,,38000.0
2010-09-29,,38000.0
2010-09-30,,38000.0
2010-10-08,,38000.0
2010-10-11,,38000.0
2010-10-12,,38000.0
2010-10-13,,38000.0
2010-10-14,,38000.0
2010-10-15,,38000.0
2010-10-18,,38000.0
2010-10-19,,38000.0
2010-10-20,,38000.0
2010-10-21,,38000.0
2010-10-22,,38000.0
2010-10-25,,38000.0
2010-10-26,,38000.0
2010-10-27,,38000.0
2010-10-28,,38000.0
2010-10-29,,38000.0
2010-11-01,,38000.0
2010-11-02,,38000.0
2010-11-03,,38000.0
2010-11-04,,38000.0
2010-11-05,,38000.0
2010-11-08,,38000.0
2010-11-09,,38000.0
2010-11-10,,38000.0
2010-11-11,,38000.0
2010-11-12,,38000.0
2010-11-15,,38000.0
2010-11-16,,38000.0
2010-11-17,,38000.0
2010-11-18,,38000.0
2010-11-19,,38000.0
2010-11-22,,38000.0
2010-11-23,,38000.0
2010-11-24,,38000.0
2010-11-25,,38000.0
2010-11-26,,38000.0
2010-11-29,,38000.0
2010-11-30,,38000.0
2010-12-01,,38000.0
2010-12-02,,38000.0
2010-12-03,,38000.0
2010-12-06,,38000.0
2010-12-07,,38000.0
2010-12-08,,38000.0
2010-12-09,,38000.0
2010-12-10,,38000.0
2010-12-13,,38000.0
2010-12-14,,38000.0
2010-12-15,,38000.0
2010-12-16,,38000.0
2010-12-17,,38000.0
2010-12-20,,38000.0
2010-12-21,,38000.0
2010-12-22,,38000.0
2010-12-23,,38000.0
2010-12-24,,38000.0
2010-12-27,,38000.0
2010-12-28,,38000.0
2010-12-29,,38000.0
2010-12-30,,38000.0
2010-12-31,,38000.0
2011-01-04,,38000.0
2011-01-05,,38000.0
2011-01-06,,38000.0
2011-01-07,,38000.0
2011-01-10,,38000.0
2011-01-11,,38000.0
2011-01-12,,38000.0
2011-01-13,,38000.0
2011-01-14,,38000.0
2011-01-17,,38000.0
2011-01-18,,38000.0
2011-01-19,,38000.0
2011-01-20,,38000.0
2011-01-21,,38000.0
2011-01-24,,38000.0
2011-01-25,,38000.0
2011-01-26,,38000.0
2011-01-27,,38000.0
2011-01-28,,38000.0
2011-01-31,,38000.0
2011-02-01,,38000.0
2011-02-09,,38000.0
2011-02-10,,38000.0
2011-02-11,,38000.0
2011-02-14,,38000.0
2011-02-15,,38000.0
2011-02-16,,38000.0
2011-02-17,,38000.0
2011-02-18,,38000.0
2011-02-21,,38000.0
2011-02-22,,38000.0
2011-02-23,,38000.0
2011-02-24,,38000.0
2011-02-25,,38000.0
2011-02-28,,38000.0
2011-03-01,,38000.0
2011-03-02,,38000.0
2011-03-03,,38000.0
2011-03-04,,38000.0
2011-03-07,,38000.0
2011-03-08,,38000.0
2011-03-09,,38000.0
2011-03-10,,38000.0
2011-03-11,,38000.0
2011-03-14,,38000.0
2011-03-15,,38000.0
2011-03-16,,38000.0
2011-03-17,,38000.0
2011-03-18,,38000.0
2011-03-21,,38000.0
2011-03-22,,38000.0
2011-03-23,,38000.0
2011-03-24,,38000.0
2011-03-25,,38000.0
2011-03-28,,38000.0
2011-03-29,,38000.0
2011-03-30,,38000.0
2011-03-31,,38000.0
2011-04-01,,38000.0
2011-04-06,,38000.0
2011-04-07,,38000.0
2011-04-08,,38000.0
2011-04-11,,38000.0
2011-04-12,,38000.0
2011-04-13,,38000.0
2011-04-14,,38000.0
2011-04-15,,38000.0
2011-04-18,,38000.0
2011-04-19,,38000.0
2011-04-20,,38000.0
2011-04-21,,38000.0
2011-04-22,,38000.0
2011-04-25,,38000.0
2011-04-26,,38000.0
2011-04-27,,38000.0
2011-04-28,,38000.0
2011-04-29,,38000.0
2011-05-03,,38000.0
2011-05-04,,38000.0
2011-05-05,,38000.0
2011-05-06,,38000.0
2011-05-09,,38000.0
2011-05-10,,38000.0
2011-05-11,,38000.0
2011-05-12,,38000.0
2011-05-13,,38000.0
2011-05-16,,38000.0
2011-05-17,,38000.0
2011-05-18,,38000.0
2011-05-19,,38000.0
2011-05-20,,38000.0
2011-05-23,,38000.0
