date,open,high,low,close,volume,position,settle
2023-12-12,20600.0,20945.0,20510.0,20880.0,86671,79504,20735.0
2023-12-13,20880.0,21030.0,20610.0,20655.0,92891,75775,20800.0
2023-12-14,20750.0,20980.0,20685.0,20825.0,75574,69176,20800.0
2023-12-15,20885.0,20995.0,20800.0,20870.0,82693,57895,20885.0
2023-12-18,20895.0,20895.0,20755.0,20855.0,95754,75356,20830.0
2023-12-19,20900.0,20950.0,20740.0,20885.0,103142,74840,20845.0
2023-12-20,20950.0,21255.0,20905.0,21230.0,118241,84426,21070.0
2023-12-21,21160.0,21180.0,21060.0,21165.0,94817,82457,21120.0
2023-12-22,21165.0,21325.0,21095.0,21235.0,97156,84592,21210.0
2023-12-25,21330.0,21425.0,21230.0,21315.0,91694,83688,21330.0
2023-12-26,21370.0,21480.0,21310.0,21440.0,72453,88403,21400.0
2023-12-27,21440.0,21460.0,21255.0,21455.0,83718,87947,21350.0
2023-12-28,21400.0,21570.0,21400.0,21530.0,84853,88852,21490.0
2023-12-29,21450.0,21605.0,21420.0,21545.0,83224,86021,21510.0
2024-01-02,21645.0,21655.0,21375.0,21635.0,64756,85877,21490.0
2024-01-03,21555.0,21645.0,21430.0,21645.0,85756,85770,21550.0
2024-01-04,21505.0,21550.0,21280.0,21310.0,88339,81044,21430.0
2024-01-05,21290.0,21300.0,21110.0,21250.0,83302,75056,21210.0
2024-01-08,21200.0,21365.0,21160.0,21235.0,82127,72000,21255.0
2024-01-09,21140.0,21305.0,21060.0,21220.0,87121,68568,21160.0
2024-01-10,21175.0,21235.0,21050.0,21080.0,78176,66718,21130.0
2024-01-11,21145.0,21245.0,21025.0,21215.0,69813,63593,21140.0
2024-01-12,21145.0,21195.0,21065.0,21135.0,68108,59429,21135.0
2024-01-15,21125.0,21240.0,21010.0,21225.0,92794,53156,21115.0
2024-01-16,21260.0,21400.0,21160.0,21180.0,68218,47167,21295.0
2024-01-17,21205.0,21300.0,21095.0,21100.0,81392,82971,21200.0
2024-01-18,21045.0,21050.0,20735.0,20770.0,133733,89695,20855.0
2024-01-19,20720.0,20805.0,20655.0,20675.0,92716,90681,20715.0
2024-01-22,20700.0,20825.0,20665.0,20685.0,84550,89666,20750.0
2024-01-23,20685.0,20910.0,20675.0,20885.0,92645,89761,20780.0
2024-01-24,20910.0,21290.0,20895.0,21250.0,124419,85340,21110.0
2024-01-25,21310.0,21400.0,21300.0,21370.0,102443,89518,21345.0
2024-01-26,21440.0,21495.0,21350.0,21410.0,92692,90782,21430.0
2024-01-29,21405.0,21520.0,21330.0,21395.0,97130,87890,21415.0
2024-01-30,21370.0,21420.0,21225.0,21275.0,75509,83414,21330.0
2024-01-31,21280.0,21405.0,21265.0,21295.0,70392,81572,21325.0
2024-02-01,21200.0,21310.0,20850.0,20880.0,112978,79769,21050.0
2024-02-02,20880.0,20880.0,20660.0,20715.0,84737,79421,20765.0
2024-02-05,20715.0,20765.0,20530.0,20535.0,81156,79425,20630.0
2024-02-06,20520.0,20635.0,20440.0,20565.0,74037,77141,20525.0
2024-02-07,20530.0,20615.0,20435.0,20565.0,69402,75401,20530.0
2024-02-08,20505.0,20570.0,20400.0,20515.0,57596,69473,20475.0
2024-02-19,20375.0,20450.0,20205.0,20265.0,65230,70608,20315.0
2024-02-20,20240.0,20450.0,20240.0,20260.0,74049,63722,20335.0
2024-02-21,20140.0,20465.0,20125.0,20420.0,106503,106533,20295.0
2024-02-22,20350.0,20410.0,20260.0,20385.0,93185,112020,20345.0
2024-02-23,20385.0,20450.0,20310.0,20395.0,92445,117356,20385.0
2024-02-26,20395.0,20545.0,20295.0,20530.0,122978,119227,20410.0
2024-02-27,20545.0,20700.0,20520.0,20670.0,116662,111921,20625.0
2024-02-28,20730.0,20745.0,20525.0,20540.0,97055,110600,20600.0
2024-02-29,20480.0,20660.0,20420.0,20635.0,94351,108856,20545.0
2024-03-01,20560.0,20655.0,20530.0,20595.0,78673,106310,20595.0
2024-03-04,20525.0,20670.0,20510.0,20650.0,87674,105337,20585.0
2024-03-05,20695.0,20740.0,20635.0,20685.0,84775,101049,20690.0
2024-03-06,20740.0,20820.0,20675.0,20800.0,98543,99185,20755.0
2024-03-07,20870.0,21080.0,20865.0,21070.0,102009,94024,20960.0
2024-03-08,21210.0,21315.0,21135.0,21315.0,100937,89989,21200.0
2024-03-11,21315.0,21355.0,21100.0,21235.0,100181,82308,21205.0
2024-03-12,21305.0,21390.0,21285.0,21360.0,76626,79480,21345.0
2024-03-13,21380.0,21445.0,21210.0,21390.0,88029,73477,21340.0
2024-03-14,21430.0,21640.0,21360.0,21410.0,102251,64856,21480.0
2024-03-15,21340.0,21520.0,21300.0,21485.0,75674,59061,21400.0
2024-03-18,21440.0,21490.0,21255.0,21340.0,120189,102762,21375.0
2024-03-19,21335.0,21500.0,21085.0,21130.0,132787,103312,21280.0
2024-03-20,21110.0,21280.0,21100.0,21195.0,99751,103468,21185.0
2024-03-21,21170.0,21530.0,21125.0,21525.0,117873,108366,21325.0
2024-03-22,21480.0,21485.0,21195.0,21230.0,114625,101672,21310.0
2024-03-25,21180.0,21305.0,21135.0,21145.0,109504,100485,21210.0
2024-03-26,21140.0,21270.0,21020.0,21025.0,112177,99045,21155.0
2024-03-27,21015.0,21035.0,20725.0,20795.0,136787,97845,20850.0
2024-03-28,20730.0,20955.0,20675.0,20880.0,108591,95528,20815.0
2024-03-29,20795.0,20960.0,20790.0,20945.0,85016,92612,20885.0
2024-04-01,20900.0,21065.0,20835.0,21045.0,80852,92141,20915.0
2024-04-02,21045.0,21165.0,20975.0,21115.0,84005,90072,21075.0
2024-04-03,21230.0,21350.0,21175.0,21270.0,101648,82715,21255.0
2024-04-08,21775.0,21850.0,21505.0,21725.0,136329,81814,21690.0
2024-04-09,21945.0,21980.0,21735.0,21840.0,119810,76408,21870.0
2024-04-10,22040.0,22605.0,22010.0,22605.0,142895,73454,22285.0
2024-04-11,22595.0,22990.0,22260.0,22870.0,299982,122707,22645.0
2024-04-12,22800.0,23090.0,22540.0,23045.0,262397,134194,22845.0
2024-04-15,23110.0,23380.0,22665.0,22800.0,327201,128737,23040.0
2024-04-16,22755.0,22875.0,22230.0,22280.0,296479,122816,22470.0
2024-04-17,22280.0,22640.0,22245.0,22585.0,198763,120871,22455.0
2024-04-18,22700.0,22990.0,22470.0,22840.0,258807,123760,22760.0
2024-04-19,22700.0,22840.0,22420.0,22740.0,260383,120254,22605.0
2024-04-22,22775.0,23040.0,22475.0,22535.0,302333,122336,22730.0
2024-04-23,22450.0,22680.0,22265.0,22270.0,227083,110872,22475.0
2024-04-24,22175.0,22665.0,22135.0,22555.0,198472,108819,22465.0
2024-04-25,22565.0,22785.0,22405.0,22770.0,210761,106996,22550.0
2024-04-26,23000.0,23010.0,22620.0,22910.0,233651,101542,22800.0
2024-04-29,22820.0,23160.0,22645.0,23015.0,214175,97737,22865.0
2024-04-30,23110.0,23715.0,23055.0,23515.0,312310,94813,23370.0
2024-05-06,23210.0,23410.0,23065.0,23305.0,111346,92205,23260.0
2024-05-07,23280.0,23530.0,23215.0,23275.0,149618,92402,23340.0
2024-05-08,23395.0,23585.0,23065.0,23120.0,202491,86970,23310.0
2024-05-09,23000.0,23300.0,22915.0,23185.0,142223,83046,23115.0
2024-05-10,23265.0,23790.0,23255.0,23720.0,177087,81154,23430.0
2024-05-13,23620.0,23655.0,23255.0,23535.0,176941,76206,23425.0
2024-05-14,23650.0,24025.0,23570.0,23720.0,190309,71381,23790.0
2024-05-15,23710.0,23975.0,23485.0,23940.0,158931,68852,23720.0
2024-05-16,23800.0,23930.0,23505.0,23600.0,185147,61747,23705.0
2024-05-17,23600.0,23960.0,23565.0,23880.0,171950,117407,23775.0
2024-05-20,24000.0,24570.0,23900.0,24260.0,278686,122303,24190.0
2024-05-21,24255.0,24990.0,24225.0,24810.0,351421,126076,24695.0
2024-05-22,25000.0,25190.0,24605.0,24920.0,273865,126853,24890.0
2024-05-23,24595.0,24670.0,24200.0,24345.0,260948,121315,24475.0
2024-05-24,24455.0,24795.0,24445.0,24725.0,213274,123335,24610.0
2024-05-27,24680.0,24870.0,24525.0,24690.0,173752,121877,24715.0
2024-05-28,24780.0,25125.0,24710.0,24795.0,196305,118445,24890.0
2024-05-29,24930.0,25365.0,24760.0,25350.0,286829,123767,25070.0
2024-05-30,25100.0,25330.0,24700.0,24710.0,269493,108870,25095.0
2024-05-31,24580.0,24930.0,24570.0,24890.0,204393,104760,24770.0
2024-06-03,24890.0,25010.0,24120.0,24180.0,255333,98370,24460.0
2024-06-04,24320.0,24505.0,24095.0,24390.0,210164,92233,24300.0
2024-06-05,24260.0,24270.0,24015.0,24040.0,185530,87604,24145.0
2024-06-06,23920.0,24220.0,23760.0,24085.0,201498,78652,23995.0
2024-06-07,24090.0,24330.0,24045.0,24165.0,141977,72569,24190.0
2024-06-11,23780.0,23890.0,23620.0,23695.0,114834,66953,23730.0
2024-06-12,23480.0,23650.0,23400.0,23555.0,117046,62292,23525.0
2024-06-13,23850.0,23990.0,23520.0,23695.0,140979,56877,23765.0
2024-06-14,23805.0,23890.0,23520.0,23520.0,118461,54256,23675.0
2024-06-17,23320.0,23450.0,23175.0,23195.0,138184,45855,23305.0
2024-06-18,23315.0,23660.0,23310.0,23410.0,149236,87809,23455.0
2024-06-19,23250.0,23845.0,23230.0,23835.0,158748,93988,23595.0
2024-06-20,23885.0,23930.0,23695.0,23840.0,139728,92810,23810.0
2024-06-21,23840.0,24020.0,23765.0,23780.0,143619,93114,23895.0
2024-06-24,23705.0,23955.0,23625.0,23655.0,183135,92040,23770.0
2024-06-25,23805.0,23920.0,23535.0,23660.0,171613,87765,23700.0
2024-06-26,23745.0,24160.0,23585.0,24130.0,205297,94106,23760.0
2024-06-27,24300.0,24385.0,24045.0,24120.0,287970,91516,24215.0
2024-06-28,24215.0,24825.0,24140.0,24665.0,249829,106469,24415.0
2024-07-01,24660.0,24690.0,24290.0,24375.0,182342,92928,24475.0
2024-07-02,24590.0,24605.0,24300.0,24450.0,141510,93347,24435.0
2024-07-03,24530.0,24625.0,24370.0,24555.0,145563,90132,24510.0
2024-07-04,24735.0,24820.0,24605.0,24670.0,137155,89481,24705.0
2024-07-05,24770.0,24935.0,24570.0,24655.0,178215,87542,24745.0
2024-07-08,24750.0,24770.0,24325.0,24370.0,186677,83360,24590.0
2024-07-09,24420.0,24530.0,24325.0,24410.0,131867,79182,24425.0
2024-07-10,24325.0,24355.0,24110.0,24120.0,129750,75384,24240.0
2024-07-11,24210.0,24575.0,24205.0,24490.0,145167,73214,24410.0
2024-07-12,24580.0,24620.0,24115.0,24160.0,143199,67855,24305.0
2024-07-15,24160.0,24430.0,24080.0,24235.0,125494,62628,24250.0
2024-07-16,24255.0,24415.0,24140.0,24240.0,96449,60508,24320.0
2024-07-17,24050.0,24140.0,23690.0,23695.0,127097,54741,23960.0
2024-07-18,23800.0,23855.0,23525.0,23725.0,183655,93311,23680.0
2024-07-19,23470.0,23610.0,23330.0,23450.0,189587,93433,23480.0
2024-07-22,23335.0,23555.0,23325.0,23430.0,162159,95498,23425.0
2024-07-23,23130.0,23450.0,23080.0,23095.0,184398,95832,23250.0
2024-07-24,23000.0,23145.0,22805.0,23040.0,213513,94993,22950.0
2024-07-25,23050.0,23075.0,22390.0,22570.0,245601,96610,22680.0
2024-07-26,22550.0,22880.0,22485.0,22600.0,201732,93443,22685.0
2024-07-29,22600.0,22900.0,22570.0,22790.0,175059,91783,22705.0
2024-07-30,22705.0,22760.0,22415.0,22495.0,155669,93959,22570.0
2024-07-31,22450.0,22850.0,22360.0,22840.0,196693,89763,22645.0
2024-08-01,22850.0,23050.0,22740.0,22785.0,170917,88380,22860.0
2024-08-02,22845.0,23040.0,22645.0,22920.0,185253,84192,22860.0
2024-08-05,22860.0,22885.0,22120.0,22150.0,246817,89413,22530.0
2024-08-06,22020.0,22470.0,21865.0,22025.0,231218,82833,22140.0
2024-08-07,21990.0,22210.0,21820.0,21840.0,178080,82547,22005.0
2024-08-08,21900.0,21990.0,21780.0,21835.0,143366,81162,21880.0
2024-08-09,22030.0,22690.0,22010.0,22605.0,206068,75256,22395.0
2024-08-12,22845.0,23180.0,22775.0,23140.0,195821,72052,22910.0
2024-08-13,23090.0,23225.0,22945.0,23065.0,155236,70400,23080.0
2024-08-14,22895.0,22970.0,22630.0,22650.0,173419,64826,22785.0
2024-08-15,22910.0,23075.0,22705.0,22890.0,163646,59256,22875.0
2024-08-16,23030.0,23435.0,22975.0,23325.0,152684,58326,23230.0
2024-08-19,23200.0,23435.0,23105.0,23345.0,114401,54114,23280.0
2024-08-20,23390.0,23435.0,23100.0,23305.0,79097,50226,23275.0
2024-08-21,23445.0,23540.0,23210.0,23540.0,158947,102110,23380.0
2024-08-22,23650.0,23795.0,23495.0,23670.0,187172,112357,23645.0
2024-08-23,23740.0,24030.0,23645.0,24000.0,222908,125863,23830.0
2024-08-26,24010.0,24225.0,23870.0,24200.0,202882,125487,24050.0
2024-08-27,24180.0,24200.0,23895.0,23995.0,179455,118983,24020.0
2024-08-28,24055.0,24280.0,23980.0,24015.0,183036,123232,24135.0
2024-08-29,23915.0,24175.0,23845.0,24095.0,214545,123553,24015.0
2024-08-30,23995.0,24180.0,23925.0,24050.0,197750,117971,24040.0
2024-09-02,24045.0,24065.0,23615.0,23630.0,191700,112134,23840.0
2024-09-03,23610.0,23760.0,23520.0,23535.0,146497,112138,23670.0
2024-09-04,23460.0,23730.0,23395.0,23420.0,208327,108277,23570.0
2024-09-05,23360.0,23490.0,22680.0,22695.0,236607,102624,23175.0
2024-09-06,22810.0,22935.0,22580.0,22850.0,240517,95298,22740.0
2024-09-09,22920.0,23040.0,22590.0,22845.0,220582,92911,22755.0
2024-09-10,22940.0,22975.0,22690.0,22790.0,167133,87598,22835.0
2024-09-11,22760.0,22970.0,22565.0,22945.0,216848,86472,22735.0
2024-09-12,23025.0,23640.0,22820.0,23570.0,231728,81051,23200.0
2024-09-13,23645.0,23890.0,23585.0,23830.0,187993,75552,23750.0
2024-09-18,24045.0,24115.0,23785.0,23915.0,111199,75131,23900.0
2024-09-19,24000.0,24240.0,23725.0,24240.0,165194,70707,23945.0
2024-09-20,24240.0,24335.0,24035.0,24170.0,129176,67503,24155.0
2024-09-23,24050.0,24085.0,23600.0,23625.0,125438,56541,23830.0
2024-09-24,23600.0,24035.0,23575.0,24010.0,181350,108406,23775.0
2024-09-25,24150.0,24755.0,24090.0,24450.0,239394,113576,0.0
2024-09-26,24445.0,24725.0,24355.0,24710.0,220495,112708,24520.0
2024-09-27,24970.0,25155.0,24835.0,24990.0,275848,116409,25015.0
2024-09-30,24910.0,25380.0,24835.0,25120.0,223795,110404,25080.0
2024-10-08,25640.0,25940.0,25255.0,25285.0,168125,115976,25575.0
2024-10-09,25360.0,25365.0,24935.0,25040.0,201366,116337,25185.0
2024-10-10,24900.0,25040.0,24650.0,24800.0,199820,112980,24840.0
2024-10-11,25005.0,25555.0,24990.0,25350.0,200555,119097,25330.0
2024-10-14,25450.0,25780.0,25215.0,25335.0,201759,116778,25480.0
2024-10-15,25035.0,25205.0,24890.0,24955.0,195198,110800,25030.0
2024-10-16,24800.0,25350.0,24770.0,25300.0,179129,110295,25040.0
2024-10-17,25330.0,25430.0,24490.0,24545.0,204110,96547,25010.0
2024-10-18,24630.0,25225.0,24610.0,25045.0,198797,94025,24970.0
2024-10-21,25200.0,25495.0,25060.0,25230.0,173045,86382,25265.0
2024-10-22,25100.0,25145.0,24760.0,25010.0,150027,70331,24930.0
2024-10-23,25150.0,25230.0,24870.0,25025.0,134606,65727,25055.0
2024-10-24,24980.0,25925.0,24875.0,25925.0,156388,69480,25335.0
2024-10-25,25610.0,25695.0,24900.0,25030.0,267252,115032,25280.0
2024-10-28,24915.0,25090.0,24770.0,24970.0,196032,108040,24915.0
2024-10-29,24970.0,25195.0,24950.0,25010.0,188193,112528,25080.0
2024-10-30,25080.0,25240.0,24905.0,25030.0,175041,113342,25070.0
2024-10-31,24960.0,25480.0,24945.0,25275.0,235273,122160,25125.0
2024-11-01,25235.0,25260.0,24810.0,24865.0,194400,111428,24970.0
2024-11-04,25030.0,25390.0,24890.0,25125.0,238594,110312,25115.0
2024-11-05,24925.0,25155.0,24640.0,25065.0,215917,103582,24855.0
2024-11-06,25100.0,25280.0,24870.0,24955.0,189635,102289,25090.0
2024-11-07,24665.0,25235.0,24605.0,25170.0,197892,103475,24915.0
2024-11-08,25300.0,25430.0,24880.0,25025.0,189720,101642,25190.0
2024-11-11,24820.0,25080.0,24765.0,24975.0,166547,99709,24910.0
2024-11-12,24860.0,25150.0,24650.0,24850.0,189449,104084,24895.0
2024-11-13,24710.0,24845.0,24455.0,24585.0,179262,103740,24690.0
2024-11-14,24675.0,24995.0,24440.0,24465.0,226061,103573,24705.0
2024-11-15,24540.0,24840.0,24535.0,24640.0,173303,99655,24680.0
2024-11-18,24810.0,24900.0,24330.0,24715.0,225759,98271,24560.0
2024-11-19,24595.0,24950.0,24475.0,24865.0,146861,96723,24695.0
2024-11-20,24750.0,25255.0,24730.0,25205.0,124565,97973,24950.0
2024-11-21,25150.0,25275.0,25065.0,25200.0,110384,97164,25185.0
2024-11-22,25255.0,25340.0,25135.0,25170.0,129789,92577,25245.0
2024-11-25,25030.0,25305.0,25010.0,25275.0,107778,82316,25185.0
2024-11-26,24975.0,25385.0,24890.0,25175.0,231330,125026,25115.0
2024-11-27,25425.0,25860.0,25280.0,25830.0,344775,163745,25565.0
2024-11-28,25800.0,26315.0,25245.0,25355.0,592047,158017,25860.0
2024-11-29,25245.0,25325.0,25095.0,25200.0,340560,145138,25215.0
2024-12-02,25385.0,25665.0,25280.0,25455.0,326867,142261,25470.0
2024-12-03,25530.0,25565.0,25115.0,25290.0,218823,133355,25360.0
2024-12-04,25370.0,25480.0,25165.0,25465.0,194910,131520,25320.0
2024-12-05,25385.0,25610.0,25270.0,25550.0,178680,130702,25410.0
2024-12-06,25600.0,25760.0,25440.0,25495.0,209241,130422,25605.0
2024-12-09,25430.0,25610.0,25255.0,25590.0,199976,129848,25425.0
2024-12-10,25880.0,26000.0,25675.0,25775.0,176427,134339,25825.0
2024-12-11,25800.0,26095.0,25725.0,25870.0,152379,139893,25905.0
2024-12-12,25790.0,26000.0,25765.0,25965.0,128211,141979,25890.0
2024-12-13,25790.0,25890.0,25525.0,25850.0,195505,127118,25695.0
2024-12-16,25870.0,26010.0,25640.0,25770.0,148420,120714,25795.0
2024-12-17,25770.0,25780.0,25520.0,25645.0,126420,107583,25635.0
2024-12-18,25550.0,25600.0,25200.0,25240.0,128094,93585,25415.0
2024-12-19,25260.0,25375.0,25040.0,25200.0,124067,80287,25185.0
2024-12-20,25205.0,25295.0,25105.0,25155.0,94659,71662,25180.0
2024-12-23,24895.0,25070.0,24670.0,25025.0,162151,128649,24885.0
2024-12-24,25065.0,25265.0,24955.0,25230.0,147980,138962,25110.0
2024-12-25,25340.0,25470.0,25275.0,25425.0,139070,142766,25375.0
2024-12-26,25480.0,25640.0,25325.0,25395.0,139994,150232,25480.0
2024-12-27,25425.0,25520.0,25140.0,25175.0,155181,143526,25325.0
2024-12-30,25170.0,25410.0,25145.0,25325.0,142279,139968,25295.0
2024-12-31,25290.0,25460.0,25185.0,25460.0,138403,136443,25310.0
2025-01-02,25240.0,25305.0,25100.0,25265.0,116495,130684,25205.0
